评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/1558543870,明明爱花花,女,北京,10368,4266,885,北京控制返城～最好的办法延期开工上班！！！还一劲儿宣传,0,2020-01-31 01:01
https://weibo.cn//u/7369926865,王院j病写集_jC,女,湖南,25,103,1,嗯,0,2020-01-31 00:36
https://weibo.cn//u/5777373491,elaine酱tx,女,北京,117,507,55,拿命上班。一千万人身后 一千万个家庭。我也有家庭。,0,2020-01-31 00:34
https://weibo.cn//u/6457646993,丁丁精灵Yu,女,北京,0,113,3,呼吁北京延时上班，未来一周是爆发期，同时是北京春运返京高峰，北京上班族的动铁状况人挤人，无法保证不交叉传染，冒着高传播性开工，不想北京成为下一个高发地。一个爱北京的北京土著,0,2020-01-31 00:34
https://weibo.cn//u/6033414083,·循跡星·,女,其他,20646,462,33179,我们共同的敌人是贩卖野味和吃野味的憨批,59919,2020-01-29 15:53
https://weibo.cn//u/5148720105,Ane_思远哥哥,女,湖北,423,380,1910,希望某些武汉黑子不要在外面继续诽谤攻击外省友军 没有谁应该帮谁 欠谁 人家帮忙应该心怀感恩 人家不帮忙也情有可原 国难当前还添乱  真正的湖北人 武汉人都老老实实在家自行隔离 一群憨批破坏武汉人的形象 我们到处跟人道歉 你们到处很人抬杠！有这个功夫请腾出时间做点实事 当义工 别当键盘侠 ,20906,2020-01-29 16:00
https://weibo.cn//u/2461369630,火龙果泡酸奶,女,其他,6421,1394,536,关键是武汉人得自觉别乱跑 自觉隔离,20911,2020-01-29 15:56
https://weibo.cn//u/1716638843,ChristineSS,女,广东,2734,400,504,回复@二宫爪爪螺蛳粉:@平安武汉  该抓的不抓,0,2020-01-31 11:27
https://weibo.cn//u/1926593270,青菜姐妹花,女,浙江,642,282,1657,官媒整天就知道转起转起！ 全中国都在告急告急，我们浙江也是！ 口罩到处买不到，香港都有800万只！ 欺负我们老实人不会闹呗。,0,2020-01-31 11:25
https://weibo.cn//u/5827934032,芝士炖奶盖,女,浙江,238,800,160,好好管管红十字武汉就成功一半了,0,2020-01-31 11:18
https://weibo.cn//u/3958388738,Wpinging,女,广东,195,146,45,回复@wsh_77:这是风凉话？基本素养好吗？你传染了，满世界跑，满世界闹，背负生命好玩吗？,0,2020-01-31 11:15
https://weibo.cn//u/3221210521,小熊醉酒,女,海外,227,28,12,这个按照饭圈文化是不是叫内涵…,0,2020-01-31 11:12
https://weibo.cn//u/2870775964,顽固自己2020,女,内蒙古,1319,266,129,转个屁，有毛病，多报道深入报道，不要沽名钓誉,0,2020-01-31 11:09
https://weibo.cn//u/3933859788,逃出大气层ing,男,福建,51,132,92,你好，我母亲在三明环卫工作，但是环卫工人在疫情期间正常上班，没有配发任何防护用品就在马路上工作，这是对工人生命安全的极端不负责,0,2020-01-31 11:04
https://weibo.cn//u/2171819151,危机债,男,北京,36381,462,4380,@和你在一起lyn      举报             赞[0]         回复             2020-01-31 10:56:29 来自网页,0,2020-01-31 10:56
https://weibo.cn//u/5124470637,精神病科老中医,男,辽宁,979,272,233,回复@我伦说有上进心的是好姑娘:手抖发错了，湖北,0,2020-01-31 10:51
https://weibo.cn//u/1731225030,瓜小猫,女,云南,569,182,194,回复@不吃零食的末末:也请武汉人自觉。,0,2020-01-31 10:51
https://weibo.cn//u/3106110795,梦回大唐拍小强,男,广东,115,47,29,我这里就是本来0病例的  就是那位大哥连夜逃离  现在弄得一栋楼都得挨个检查,0,2020-01-31 10:48
https://weibo.cn//u/2378933874,蛋黄和素描的小日常,女,陕西,40,59,12,不，我们的共同敌人是贩卖野味，吃野味，出现症状还到处跑的人！,1,2020-01-31 10:46
https://weibo.cn//raincy0602,凉貍子,女,山东,7161,422,856,回复@不吃零食的末末:看看新闻就知道了，到处都是武汉人传染的，有的是无心，有的呢？,0,2020-01-31 10:42
https://weibo.cn//u/6120926273,wy2436,女,其他,55,129,84,回复@还要一起走好久:,0,2020-01-31 10:42
https://weibo.cn//u/6503813851,肖勇善战的小肥侠,女,江苏,776,116,4,敌人还有吃野味的憨批些,0,2020-01-31 10:38
https://weibo.cn//u/1792977737,刘乐芙的麻麻是太阳女神_,女,湖北,6584,844,829,回复@四维神兽皮卡丘:楼里无数地域黑急了前来对号入座,0,2020-01-31 10:34
https://weibo.cn//u/2882509093,安之若素心素如简,女,安徽,92,767,93,我们共同的敌人是满世界跑毒的憨憨,1,2020-01-31 10:28
https://weibo.cn//u/5917120497,本同莫李,女,湖北,741,9,72,回复@不吃零食的末末:有事了什么牛鬼蛇神什么阴暗恶毒的垃圾就都出来了……,0,2020-01-31 10:28
https://weibo.cn//u/2626590737,萧-墨璃,女,重庆,8333,738,2471,回复@Kokukun55:不算共犯，这是阶级敌人，必须消灭的那一类。,0,2020-01-31 10:25
https://weibo.cn//u/5701825799,那我关月亮了ii,女,广东,0,89,102,能不能处理了那些拖沓不负责任的红十字会和慈善会呢？,0,2020-01-31 10:25
https://weibo.cn//u/5498008181,树陈,男,山东,617,26,15,打倒病毒！武汉同胞必胜！,0,2020-01-31 10:18
https://weibo.cn//u/2441044327,留恋浮华,男,河南,1709,1058,130,加油武汉！,0,2020-01-31 10:15
https://weibo.cn//u/3157924830,茂林修竹坚不可摧,女,北京,260,65,22,加油,0,2020-01-31 10:12
https://weibo.cn//u/5132226232,Fiona14058,男,其他,2874,2953,328,h,0,2020-01-31 10:12
https://weibo.cn//u/6083754740,还要一起走好久,女,其他,378,75,49,回复@wy2436:一切都要从一只蝙蝠说起,0,2020-01-31 10:10
https://weibo.cn//pshalie,小冒力,女,其他,461,407,915,回复@喵喵暂时没想好:那就让他们回家，别再回来了，等感染了就知道痛了，有的人就是不见棺材不落泪,0,2020-01-31 10:01
https://weibo.cn//pshalie,小冒力,女,其他,461,407,915,回复@这念念不忘的小时光:微博放出来吧，反正在家闲着也是闲着,0,2020-01-31 10:00
https://weibo.cn//u/5737389789,皇子他姥姥,女,河南,235,364,105, 加油武汉！,0,2020-01-31 09:56
https://weibo.cn//hohoo123,我伦说有上进心的是好姑娘,女,河南,911,807,3993,回复@精神病科老中医:河北省？？？,0,2020-01-31 09:30
https://weibo.cn//u/2438675275,小皮桶的吃货日记,女,湖北,344,390,232,回复@羊阿羊阿洋阿洋-:我作为武汉人对新闻的关注绝对不亚于你，外省感染很多是在武汉工作回老家的，还有在武汉转过车的，很多都不是真正意义上的武汉人，只是在武汉呆过而已，你要喷就去喷他们，张口闭口就“你们武汉人”，你这样不也相当于骂了几百万众志成城抗争疫情的武汉人？这和脑残的地域黑有什么区别？？除非你就是,0,2020-01-31 09:28
https://weibo.cn//hohoo123,我伦说有上进心的是好姑娘,女,河南,911,807,3993,回复@正版宣之:他们现在是努力点亮全球了,0,2020-01-31 09:27
https://weibo.cn//u/2141494092,shallweshallwe_,女,广东,140,92,62,隔离疫情 不隔离爱❤️  加油武汉 加油中国🇨🇳,0,2020-01-31 09:26
https://weibo.cn//u/6421817567,藏一袋星光,女,山东,252,500,432,回复@何祯的可爱喵:我们自始至终说的都是武汉吃野味的好吧?总有些人莫名其妙来自己往上怼，,0,2020-01-31 09:20
https://weibo.cn//u/6421817567,藏一袋星光,女,山东,252,500,432,回复@何祯的可爱喵:是憨憨吗？？我说你吃野味了吗？,0,2020-01-31 09:19
https://weibo.cn//u/5335407853,十年没吃晚饭了,男,其他,171,225,6816,是时候掏出我的四只猫了，挂在身上,78518,2020-01-29 17:47
https://weibo.cn//u/5680313692,晚安骗子,女,其他,881,641,1073,所以 穿毛衣？,28479,2020-01-29 17:46
https://weibo.cn//u/7281969686,卓雅0238,女,北京,584,206,31,你要是这样说我可就把我珊瑚绒的睡衣穿出门了,17896,2020-01-29 18:47
https://weibo.cn//u/6632387655,Hannahsani,女,北京,272,113,178,@是小梅吗,0,2020-01-30 16:05
https://weibo.cn//u/3241734032,谨言199603,女,四川,5079,48,14,回复@十年没吃晚饭了:哈哈哈,0,2020-01-30 16:03
https://weibo.cn//u/6067359143,包果ZH,女,吉林,223,84,72,回复@_爱啃萝北的小萝贝_:我这时候就不顶烟上了，我得吃熟食,0,2020-01-30 16:02
https://weibo.cn//u/2205764075,傲娇的薄荷柠檬茶,男,福建,7984,384,363, 这个,0,2020-01-30 16:00
https://weibo.cn//u/5315990820,阿华田圆橘,女,其他,190,180,82,回复@画坛杀个圈圈:撒？？？,0,2020-01-30 15:57
https://weibo.cn//u/5903015700,画坛杀个圈圈,女,北京,283,92,109,回复@阿华田圆橘:我建议你下载一个玩吧，好像有很多小游戏,0,2020-01-30 15:55
https://weibo.cn//u/5315990820,阿华田圆橘,女,其他,190,180,82,回复@画坛杀个圈圈:？？？是他们会被传染还是会传染，完了，又有一大堆毛孩子被扔，我刚看到说是没有证据表明他们会传染啊,0,2020-01-30 15:55
https://weibo.cn//u/3745727753,流年追忆忆忆忆,女,山西,654,279,219,回复@贰贰贰拾玖岁半:笑死我了 赔钱,0,2020-01-30 15:53
https://weibo.cn//u/6143884826,花儿晒太阳,女,河南,23,30,9,今天听的好像毛线更容易吸收病毒,1,2020-01-30 15:53
https://weibo.cn//u/3545467865,NicoNi啊,女,山东,13,684,1200,回复@十年没吃晚饭了:哈哈哈哈哈哈哈笑我了你,0,2020-01-30 15:53
https://weibo.cn//u/1622740634,锐崽等风来,女,辽宁,385,583,262,回复@fx笑fx:希望你出本书,1,2020-01-30 15:49
https://weibo.cn//u/1685609632,是宇宙的Yuuu_呀,女,海外,347,284,498,@我脑袋里有白点-,0,2020-01-30 15:47
https://weibo.cn//u/5869330398,是王子零,男,湖南,253,618,235,回复@fx笑fx:换个有毛的,0,2020-01-30 15:47
https://weibo.cn//u/6032351276,谁家橘溪,女,其他,322,196,41,回复@十年没吃晚饭了:养猫千日用猫一时,0,2020-01-30 15:47
https://weibo.cn//u/3478837474,Yolo-unyoah,女,四川,203,237,241,@ELFAN-HH,0,2020-01-30 15:42
https://weibo.cn//u/2772683681,哈啰北鼻要抱抱,女,江苏,114,427,190,回复@十年没吃晚饭了:不说了，家里的三只猫狗是时候报答我们了,0,2020-01-30 15:42
https://weibo.cn//u/6001097003,轻舟游在路灯上,女,其他,105,129,11,这太详细了,18446,2020-01-29 19:25
https://weibo.cn//u/6560869244,四分六十秒,女,四川,9370,230,10558,我的天啊，好吓人,11846,2020-01-29 19:24
https://weibo.cn//u/5647946903,最爱最爱土豆土豆君,男,其他,20,61,587,唉 那时候都还不重视 也不能全怪他们,6108,2020-01-29 19:25
https://weibo.cn//u/1678306100,lbcanon,男,北京,23876,2251,1974,唉，19号，仅仅是10天前，赖这家人吗？但那时候没有人被告知到严重性。10天前有几个人戴口罩？没有如果了，只能严防死守没退路了,1,2020-01-30 13:35
https://weibo.cn//WINHELPERSHENZHEN,WINHELPER,男,广东,8377,1559,523,不能自认倒霉，公安机关和检查机关应当按照武汉宣布疫情开始之日起，对这部分仍然肆意流串播毒的事后进行追诉追究责任！！！ //,0,2020-01-30 13:35
https://weibo.cn//u/3235737974,莫莫莫莫问,女,天津,105,29,100,回复@玄载隆容为延:但是注意啊，重点他们是武汉城区回来的，自觉点好吗。,0,2020-01-30 13:34
https://weibo.cn//u/5138678640,仙桃伢-ya,女,山东,147,364,168,回复@今天的风超甜哎:好可怕,0,2020-01-30 13:32
https://weibo.cn//u/3065465655,草原驼鹿,男,河南,37,98,90,如果不是因为肺炎，他们这个自驾路线及游玩地点选择的还挺不错的，都是热门有特色的地点,1,2020-01-30 13:31
https://weibo.cn//u/1977545817,珊珊是个小猴子呀,女,辽宁,10886,110,621,我,0,2020-01-30 13:30
https://weibo.cn//u/2817697537,这是小5啊_,女,山东,1622,894,256,回复@和你去拥抱hh:我算是反应的比较及时的了，即使屯了好多口罩，那时候都还有好多，好多人还说我太紧张了，然后过了一两天我们这就买不到口罩了，身边没多少人屯口罩的。,0,2020-01-30 13:28
https://weibo.cn//u/5750648455,Yvstiny,男,山东,2,26,57,三星炼金,0,2020-01-30 13:26
https://weibo.cn//u/7154194983,雕刻石光199502,男,其他,8,85,47,还来天津古文化街了！22号他们买口罩了！估计得戴口罩，要这样也许还好，,1,2020-01-30 13:26
https://weibo.cn//u/7154194983,雕刻石光199502,男,其他,8,85,47,回复@爱彤蛋蛋的老张:延期三天啊,0,2020-01-30 13:24
https://weibo.cn//u/2054079385,枫云云,女,河北,799,80,308,涉及的人太多了，他们去景点，那哪儿知道都是谁谁,0,2020-01-30 13:22
https://weibo.cn//u/6042021089,和你去拥抱hh,女,河南,106,592,165,回复@Skyee_wu:你们太后知后觉啦，那个时候我爸妈已经被我普及老早就买好了口罩了,0,2020-01-30 13:18
https://weibo.cn//601224088,熙熙smile小虎牙,女,天津,6676,2450,469,这一家子，把天津市区繁华地段全来了一遍，查询起来真是好大的工程。,1,2020-01-30 13:18
https://weibo.cn//u/6140472531,Shirley0220姿,女,海外,267,354,22,汉庭酒店也危险了,0,2020-01-30 13:17
https://weibo.cn//u/6286366311,苟分王者,男,江苏,247,184,110,回复@Swadoooooow:笑死了，照你的说法，别信官方，那你自己活着好啦，啥新闻也别看,0,2020-01-30 13:17
https://weibo.cn//u/2249872265,刘安娜小提琴的大备胎,女,广西,1003,495,1907,默默付出，感恩,7786,2020-01-29 20:24
https://weibo.cn//u/6632610084,-MIEIM-,女,上海,6147,168,536,感谢一线工作者，辛苦了啊啊真的感谢你们,6757,2020-01-29 20:24
https://weibo.cn//u/6706069922,哼w名字里一定要带锦鲤,女,其他,191,22,33,心疼,4937,2020-01-29 20:23
https://weibo.cn//u/7421223345,自在小幸福嘿嘿,男,其他,234,154,3,这么久了，看到还是泪目,0,2020-10-25 09:41
https://weibo.cn//u/1741005377,马尾姑娘热心肠912,女,江苏,21958,5520,765,  致敬所有英雄们和白衣天使们，❤️❤️❤️❤️❤️❤️❤️❤️❤️你们辛苦了！！！愿你们健康平安！！！🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,0,2020-07-01 20:20
https://weibo.cn//u/7247916438,今天做个小可爱了吗,女,云南,362,108,4,感恩,1,2020-06-12 11:29
https://weibo.cn//u/3185294914,丁真好朋友珍珠饲养员,男,福建,900,2891,304,感恩,1,2020-06-04 12:24
https://weibo.cn//gwendoline,Gwendoline,女,上海,1039,840,483,台独,0,2020-03-10 19:52
https://weibo.cn//u/2707068452,橙子柠萌,女,广东,85,123,118,致敬,0,2020-03-08 14:09
https://weibo.cn//u/7340329396,想要看笑話,男,台湾,5,58,1,屍體嗎,0,2020-03-06 18:11
https://weibo.cn//u/5627887070,王小妞niu1314,女,四川,57,190,53,陶晶莹不是台独吗？,0,2020-03-05 23:45
https://weibo.cn//u/2994544952,Yelyne,女,广东,6,78,38,心碎,0,2020-03-05 19:07
https://weibo.cn//u/5938659611,45度望天空2019,女,四川,882,563,105,好心疼,0,2020-02-29 12:45
https://weibo.cn//u/5675766787,吃堡堡的宝宝,女,江苏,662,774,833,@你可以站这在我的伞下,0,2020-02-28 23:22
https://weibo.cn//u/5997271600,喵小姐张嘉家,女,河南,408,855,154,觉得自己能在家真的是太幸福了，谢谢他们,0,2020-02-26 13:59
https://weibo.cn//u/5653310641,小螺号滴滴笛吹,女,其他,8,9,2, 看看给人累成啥样了，我好好意思吵吵累,0,2020-02-23 22:29
https://weibo.cn//u/2349526200,羲之艺术中心-陈智燊,男,广东,378,1161,970,伟大的医务人员,0,2020-02-23 13:25
https://weibo.cn//u/6900522789,林青云4615,男,广东,974,186,1,呼吁大家一起为医生护士捐赠折叠床吧，得不到休息也不行，身体会熬坏的,0,2020-02-23 01:29
https://weibo.cn//u/6513249969,王俊凯要发大财kk,女,重庆,15564,999,1644,加油加油加油！！！,1,2020-02-21 14:16
https://weibo.cn//u/2167119787,mengdiefeifei,女,山东,3093,658,100,回复@liumeihu134:张艺谋大导演曾经拍过电影《唐山大地震》，真实地再现了当时的情景。,0,2020-02-21 08:06
https://weibo.cn//u/7383494587,夜幕下的孤鸥,男,其他,108,6,1,我不知道你是谁，但我知道你是为了谁,0,2020-02-18 21:33
https://weibo.cn//u/3309028445,嗯怡怡怡,女,其他,651,165,51,辛苦了,0,2020-02-17 15:55
https://weibo.cn//u/5108206372,抱抱我的小树,女,福建,350,81,53,加油加油加油,0,2020-02-16 15:58
https://weibo.cn//u/5690639177,小猫默凡,女,河南,1418,304,1187,忙起来能睡会真的觉得在哪里睡都是幸福的,0,2020-02-15 21:01
https://weibo.cn//u/3166896127,宇宙和平卫士王老细,男,山西,72,606,667,@呼啦呼啦小小圈,0,2020-02-15 16:48
https://weibo.cn//u/5166895521,铁岭小雏菊,女,湖北,2773,311,143,听说你是崔双莲的女儿,0,2020-02-15 07:44
https://weibo.cn//liuyuezhu,DalaLola,女,海外,267,376,688,我的天。我们应如何帮助他们?,0,2020-02-15 00:30
https://weibo.cn//u/1623857210,POLLYYYY_,女,四川,8441,889,2834,双11囤了很多卫生巾，想捐，请问怎么捐？,0,2020-02-14 23:56
https://weibo.cn//u/5243412043,太冷我要去北极,女,海外,100,979,1436,辛苦了！感恩,0,2020-02-14 23:26
https://weibo.cn//u/3789609183,凤凰涅槃lrh,男,其他,3831,133,462,最最可敬可佩的疫情防控一线医务人员，太累了！病人吃、喝、拉、撒、治病都全包，没有护工，穿上防护服后基本一整天不能上厕所……,0,2020-02-14 08:48
https://weibo.cn//onlyddduo,如果是条鱼,女,福建,964,287,1175,加油！,0,2020-02-13 19:17
https://weibo.cn//u/6104547211,carpediem-MOLI2017,女,其他,45,1162,210,辛苦了真的！谢谢真的谢谢,0,2020-02-12 23:34
https://weibo.cn//u/5977044275,20岁就发光,女,江苏,2873,96,474,没有你们可怎么办,0,2020-02-12 11:10
https://weibo.cn//u/1944070161,昏昏欲睡的小猴子,女,上海,1128,253,193,致敬,0,2020-02-11 16:19
https://weibo.cn//u/6426548320,丰丰粉12,女,上海,1345,342,98,把口罩防护衣给配好再去贡献吧，病菌又听不懂口号,0,2020-02-11 15:05
https://weibo.cn//u/1773653633,猫宝宝呀,女,上海,485,62,359,一定要照顾好自己！辛苦了,0,2020-02-11 14:43
https://weibo.cn//u/1898765147,jade-wang,女,辽宁,1136,673,351,睡姿算什么，插管的也适当报道一下啊,0,2020-02-11 14:20
https://weibo.cn//u/5936197783,俺不是大哥大,男,河南,252,732,78,有些人还好些官僚主义呢，,0,2020-02-11 14:16
https://weibo.cn//u/2837568370,戗不戗,男,其他,1110,246,206,辛苦了！,0,2020-02-11 14:11
https://weibo.cn//u/2767294967,2022地球人,女,其他,709,152,126,心疼,0,2020-02-11 14:10
https://weibo.cn//liao88,深圳阿訇,男,广东,1403,1337,466,行军床高一些,0,2020-02-11 14:10
https://weibo.cn//u/6013313355,猴子讲故事,男,北京,10792,2660,521753,//,0,2020-02-11 14:09
https://weibo.cn//u/1463891232,ddding520,女,上海,2209,466,9298,致敬,0,2020-02-11 14:07
https://weibo.cn//u/6268466579,是魚丸有肉松-,女,福建,53,622,923,你们辛苦了,0,2020-02-11 12:29
https://weibo.cn//queenbling0o0,B-LLLLLLL,女,其他,200,206,145,真的辛苦了 父母的孩子们 孩子的父母们 愿你们平安归家,0,2020-02-11 11:06
https://weibo.cn//u/5787797234,温和v,女,其他,245,1105,164,唉 我们胖了 她们不知道要瘦多少啊,0,2020-02-11 01:00
https://weibo.cn//u/5086650914,长白山狐小糖,女,海外,370,63,2479,     举报             赞[0]         回复             2020-02-10 14:30:28 来自网页,0,2020-02-10 14:30
https://weibo.cn//u/5278348592,振飞枪神,男,山东,803,156,198,石正丽。,0,2020-02-10 11:04
https://weibo.cn//u/6065402813,樱桃味的YN,女,上海,84,944,2412,心痛又心疼,0,2020-02-10 09:51
https://weibo.cn//u/5748221683,我不爱前任,男,河南,606,64,13021,“我就这么坐着，2020给我什么我就接着，拿走什么我就看着”,6405,2020-01-27 04:35
https://weibo.cn//u/6274683319,Chloe821_,女,其他,305,584,2600,明天男孩子们醒了得哭多惨啊……,5262,2020-01-27 04:35
https://weibo.cn//u/5498397633,心动永不降温,女,新疆,46,88,217,我永远记得凌晨四点的洛杉矶,3181,2020-01-27 04:35
https://weibo.cn//220648573,刘罕16,男,湖北,67,228,27,回复@NodooO:两个MJ都好着呢，不论是迈克尔乔丹还是魔术师约翰逊,0,2020-10-14 00:36
https://weibo.cn//u/7271976528,娜拉瑾雯,女,海外,224,42,1,一路走好🙏,0,2020-02-29 13:39
https://weibo.cn//u/5969553053,这样我是个人的错,男,陕西,396,455,291,心疼早上起来的男生,0,2020-02-04 10:45
https://weibo.cn//u/6070433221,酒柠鸭,女,其他,510,570,103,回复@景向谁依-:抱抱我景,0,2020-02-01 20:56
https://weibo.cn//u/5874097363,好大一团毛线球儿,女,其他,187,642,133,回复@景向谁依-:抱抱我景,0,2020-02-01 20:11
https://weibo.cn//u/5092729061,灯灯妹妹,女,新疆,19616,80,178,🙏🙏,0,2020-01-30 21:44
https://weibo.cn//u/2316497412,宁强团县委,男,陕西,16770,970,2960,转发微博,0,2020-01-30 13:08
https://weibo.cn//u/7350701516,杨桃羊桃水不少o,女,山东,504,601,172,回复@景向谁依-:,0,2020-01-29 20:03
https://weibo.cn//u/6511541439,金主哥,男,其他,27677,367,1725792,有预感这个病很快就会好起来,25855,2020-01-29 22:48
https://weibo.cn//u/2002268714,颜值发型,男,上海,2147,308,558434,俺山东除了两批医护人员还闷声干了这几件大事，运送了600吨蔬菜连续送15天，总理说的护目镜和隔离面罩也准时送达，临沂无偿捐200吨大蒜，聊城1500吨钢材支援医院建设，新华制药捐500万药物，淄博消毒剂企业捐100多吨消毒剂，日照13吨酒精口罩和防护服，海尔捐300万医疗器械 口罩防护服，行了写不下了,16772,2020-01-29 22:51
https://weibo.cn//u/5634617500,热门搞笑榜上榜,女,其他,15933,2237,227870,如果1月2号不以造谣抓那位医生，给武汉市民吃变质“定心丸”。如果湖北政府两会期间不要顾着慰问，深入社区、街道进行基础卫生宣教，最起码在月初让大家把口罩戴起来。如果湖北省F4不是一帮佩琦。或许所有人都能过个好年,11966,2020-01-29 22:48
https://weibo.cn//u/2174150770,新馨浪人,男,辽宁,45,364,106,回复@颉ByhJ:z,0,2020-03-19 14:01
https://weibo.cn//u/6528840653,嘤嘤怪被暴打,女,北京,98,36,23,回复@只眼良人:哈哈哈哈,0,2020-03-11 14:44
https://weibo.cn//u/5118498377,何何何林昊,男,河南,83,204,310,@勋莱姆卡HL,0,2020-03-03 18:47
https://weibo.cn//u/2687822613,傲慢的2012幸福,男,内蒙古,92,387,135,都没离开过地方省 回家还得隔离,0,2020-02-22 14:31
https://weibo.cn//u/5209274287,_神灯神灯,女,其他,28,524,62,回复@莯子家的双鱼:,0,2020-02-19 16:28
https://weibo.cn//ertao001,偶买噶魅,男,河南,290,237,93,别再说返程了，郑州都不让租户近期返郑。啥时候能返回等通知。,0,2020-02-13 09:40
https://weibo.cn//u/1422438807,Rofen219,女,上海,954,204,180,回复@败给他的黑色幽默:她不一直这样吗。早先说小孩年轻人不易感染，过2天打脸，后来说发现个什么药很有效，现在也没事了。说她70多了奋战一线，其实可以不要出来误导别人的。,0,2020-02-11 23:41
https://weibo.cn//youkou001,游寇先生,男,广东,1492,478,336,回复@Sandy081608260701:已经确诊后病逝了,0,2020-02-11 22:35
https://weibo.cn//eason215,-總有個人要先走-,女,其他,11036,1356,1057,回复@cOc令爷:这个没说武汉怎么办啊！,0,2020-02-10 08:52
https://weibo.cn//u/5767213363,莯子家的双鱼,男,北京,111,79,99,回复@_神灯神灯:你厉害啊，我中间还出过一次。。,0,2020-02-09 20:14
https://weibo.cn//u/5209274287,_神灯神灯,女,其他,28,524,62,回复@莯子家的双鱼:,0,2020-02-09 19:26
https://weibo.cn//u/6422960135,青柠与酒i,女,北京,7,60,23,回复@热门搞笑榜上榜:世上没有如果,0,2020-02-09 08:57
https://weibo.cn//u/5955251237,非洲扛把子世界导游,男,海外,127,761,200,这个女的看的人模狗样的，简直就是管话，气死人了，,0,2020-02-08 18:21
https://weibo.cn//710qq,那个谁啊小朋友,女,陕西,2638,1411,848,可是西安现在不让外地回来的人进小区，当地户口➕业主也不行，不论你从哪里来回来去宾馆隔离14天,0,2020-02-08 09:46
https://weibo.cn//u/6351737165,星月九久丶饱贝L,女,山东,304,82,41,回复@金主哥:带上话题#余甜#闲着也是闲着，不如大家复制粘贴，让我们送余甜“c位出道”，走上热一！！ 余甜是华南海鲜市场老板罪魁祸首，有人压热度大家走过路过评论一下，每条微博和每条评论要十五字以上，每条微博下面要满20条评论，我以前帮爱豆打过榜，热度就是这么来的。#余甜#(复制),0,2020-02-08 08:11
https://weibo.cn//u/6016578500,Wong晨艺233,女,安徽,6784,950,348,回复@Wong晨艺233:他去世了,0,2020-02-06 22:53
https://weibo.cn//amourfay,Apriliscent,女,海外,3752,1115,782,回复@Roxannec7:对 就是你～,0,2020-02-05 19:57
https://weibo.cn//u/1330718080,不知所措的小瓶盖,男,湖北,735,179,559,回复@瑷纱:但是各个环节下来 百姓能够用得上又是什么时候谁知道呢🙏,0,2020-02-05 15:55
https://weibo.cn//u/5536927508,吉林机器局,男,吉林,546,41,32,回复@看我薇薇姐:我年前1月16日淘宝退货就用的邮政快递不到5天就到了,0,2020-02-05 10:35
https://weibo.cn//u/5255062823,一个不哭不闹不炫耀的小仙女,男,黑龙江,103,283,113,回复@金主哥:我也这样预感的，会好起来的,0,2020-02-04 16:30
https://weibo.cn//u/5237328287,AliciaET,女,浙江,236,223,43,想想前线的那些日夜奋战的医护人员，解放军官兵，建设工人们，我们自我隔离一下有那么难吗？,0,2020-02-03 20:59
https://weibo.cn//u/2268984144,东方公园EastPark,女,江苏,3405,1268,1123,回复@金主哥:@阿傀k 看这个,0,2020-02-03 16:33
https://weibo.cn//u/2268984144,东方公园EastPark,女,江苏,3405,1268,1123,回复@金主哥:@Becc_a 看这里,0,2020-02-03 16:32
https://weibo.cn//u/1330718080,不知所措的小瓶盖,男,湖北,735,179,559,回复@瑷纱:有效到老百姓手上也是遥遥无期,0,2020-02-03 10:30
https://weibo.cn//u/2001995831,neverfull__,女,上海,108,113,157,回复@不知所措的小瓶盖:据说治疗埃博拉病毒的那个药有效果 美国人用了,0,2020-02-03 10:14
https://weibo.cn//u/1330718080,不知所措的小瓶盖,男,湖北,735,179,559,回复@瑷纱:嗯，希望早点出来对抗病毒的药物。还要去上班赚钱,0,2020-02-03 10:03
https://weibo.cn//u/2001995831,neverfull__,女,上海,108,113,157,回复@不知所措的小瓶盖:所以咱不慌,0,2020-02-03 09:59
https://weibo.cn//u/5729840561,幻梦陌幻,男,江苏,64,52,28,私家车今天能开往江阴嘛 没去过疫区也没感染回到江阴是不是还要自我隔离,0,2020-02-03 09:13
https://weibo.cn//u/5729840561,幻梦陌幻,男,江苏,64,52,28,有人今天去江阴嘛,0,2020-02-03 09:12
https://weibo.cn//u/1330718080,不知所措的小瓶盖,男,湖北,735,179,559,回复@瑷纱:,0,2020-02-03 08:45
https://weibo.cn//u/6427533922,陆离23333,男,湖北,53,58,8,回复@Inshairstyles:⅕,0,2020-02-03 06:06
https://weibo.cn//u/2001995831,neverfull__,女,上海,108,113,157,回复@不知所措的小瓶盖:你说的是合肥那个吧？好像是日期报错了 是20号回家 写成2号了,0,2020-02-03 00:41
https://weibo.cn//u/1330718080,不知所措的小瓶盖,男,湖北,735,179,559,回复@瑷纱:简直度日如年……,0,2020-02-03 00:03
https://weibo.cn//u/2001995831,neverfull__,女,上海,108,113,157,回复@不知所措的小瓶盖:我咋没看到,0,2020-02-02 21:36
https://weibo.cn//u/1330718080,不知所措的小瓶盖,男,湖北,735,179,559,回复@瑷纱:是啊，但是现在又看到好多消息超过14天才有症状的,0,2020-02-02 18:38
